text,label,language,confidence_score
Reporting smoke coming from the roof at University campus,Fire Force,amharic,
Checking in - how to use this,Other,,
"Hello Hi, is anyone there",Other,,
Emergency! Reporting poisoning at the main Factory.,Medical/Hospital,,
Emergency! Officer required at the Hospital gate: shooting.,Police,,
"Emergency! Please send the fire force to the Stadium, there is chemical fire.",Fire Force,,
Emergency medical assistance needed at the University campus for stroke.,Medical/Hospital,,
ፖሊስ ይደውሉልኝ በGerji,Police,amharic,
Police emergency! stolen goods at my Home.,Police,,
Reporting explosion at the local Pharmacy.,Fire Force,,
Please send police to an Apartment building for vandalism.,Police,,
Need police at Main Road for domestic dispute,Police,,0.91
"Hey Hi, hello world",Other,,
Reporting thick smoke at Piazza,Fire Force,,0.86
Just hi there thanks,Other,,
Officer required at Summit: drug dealing.,Police,,
Send fire truck to construction site: inferno,Fire Force,amharic,
Hello Quick question: hello please,Other,,
Medical emergency! breathing difficulty at Sarbet.,Medical/Hospital,,
Emergency! Officer required at Kebele 04: break-in.,Police,,
ፖሊስ ይደውሉልኝ በAdama General Hospital,Police,amharic,
"Emergency! Please send the fire force to Mexico Square, there is small fire.",Fire Force,,
There is inferno happening at Kebele 04.,Fire Force,,
Need firefighters at Adama Police Station for explosion,Fire Force,amharic,
There is a person with choking incident at Atlas area.,Medical/Hospital,,
Send fire truck to Central Bank: warehouse fire,Fire Force,,0.83
Need firefighters at University campus for explosion,Fire Force,,0.96
URGENT: fainting spell at the Main Road.,Medical/Hospital,,
Medical emergency at construction site: bleeding,Medical/Hospital,,0.76
Emergency! Officer required at Atlas area: violent fight.,Police,,
Send police to Atlas area - assault in progress,Police,,0.91
ሆስፒታል ያስፈልገኛል በTrain Station,Police,amharic,
Emergency! Please send paramedics to Sarbet: breathing difficulty.,Medical/Hospital,,
Checking in - app feedback please,Other,,
Medical emergency at Kazanchis: heavy bleeding.,Medical/Hospital,,
Person bleeding after stabbing at Adama Police Station,Medical/Hospital,,0.65
Medical emergency! person not breathing at the Hospital gate.,Medical/Hospital,,
Police emergency! domestic dispute at the Bus Terminal.,Police,,
Emergency! I see inferno at my Home.,Fire Force,,
"Hi Hi, general question?",Other,,
Police emergency! group with weapons at Kazanchis.,Police,,
"Is anyone there, thanks please",Other,,
Emergency! Reporting kidnapping attempt at the Office.,Police,,
Emergency! warehouse fire at the Gas Station.,Fire Force,,
Emergency! Reporting person not breathing at Kazanchis.,Medical/Hospital,,
Need firefighters at Adama Market for huge flames.,Fire Force,,
There is armed suspect happening at the main Factory.,Police,,
Emergency medical assistance needed at the construction site for car accident with injuries.,Medical/Hospital,,
Emergency! Reporting transformer fire at the Stadium.,Fire Force,,
Emergency! car accident with injuries at Kebele 04,Medical/Hospital,afaan_oromo,
Send fire truck to Piazza: flames spreading,Fire Force,amharic,
Medical emergency! heavy bleeding at the Hospital gate.,Medical/Hospital,,
Reporting explosion at Piazza.,Fire Force,,
Hey Checking in - good morning?,Other,,
Need ambulance at Atlas area - overdose,Medical/Hospital,amharic,
Emergency! There is break-in happening at the Bus Terminal.,Police,,
Please send paramedics to Kazanchis: animal bite,Medical/Hospital,amharic,
Emergency! I see chemical fire at Mexico Square.,Fire Force,,
Emergency! Help! smoke coming from the roof at Adama Market!,Fire Force,,
Emergency! There is harassment happening at Summit.,Police,,
Officer required at an Apartment building: kidnapping attempt,Police,,0.79
Reporting brush fire at Kebele 04,Fire Force,,0.89
Hey Just time check please,Other,,
Reporting riot at the shopping mall.,Police,,
Medical emergency! stroke at the University campus.,Medical/Hospital,,
እርዳታ ያስፈልገኛል በconstruction site,Medical/Hospital,amharic,
Medical emergency at University campus: choking,Medical/Hospital,,0.87
Hello testing the app thanks,Other,,
Police emergency! break-in at Kebele 04,Police,afaan_oromo,
Send fire truck to Gas Station: explosion,Fire Force,afaan_oromo,
Reporting car theft at Sarbet,Police,amharic,
Emergency! I see kitchen fire at the Bus Terminal.,Fire Force,,
Please send paramedics to CMC Condominium: car accident with injuries,Medical/Hospital,,0.95
Need police at Mexico Square for stabbing,Police,,0.88
Hey This is thank you please,Other,,
Police emergency! suspicious person at Sarbet.,Police,,
Officer required at Main Road: thief,Police,afaan_oromo,
Emergency! Send fire truck to the Central Bank - burning smell.,Fire Force,,
Emergency! massive blaze at the Bus Terminal.,Fire Force,,
Send fire truck to Bus Terminal: inferno,Fire Force,,0.77
Emergency! Help! smoke coming from the roof at Piazza!,Fire Force,,
Need firefighters at High School for burning smell,Fire Force,afaan_oromo,
Car accident with fire at Central Bank,Fire Force,,0.65
Police emergency! domestic dispute at Sarbet,Police,amharic,
URGENT police response needed: vandalism at CMC Condominium.,Police,,
Emergency! Send police immediately to an Apartment building - domestic dispute in progress.,Police,,
"No emergency, just thank you",Other,,
There is something burning happening at Adama Market.,Fire Force,,
Emergency medical assistance needed at the Train Station for seizure.,Medical/Hospital,,
Please send paramedics to Piazza: burn victim,Medical/Hospital,,0.96
Need firefighters at Adama General Hospital for fire,Fire Force,afaan_oromo,
Officer required at Summit: kidnapping attempt.,Police,,
Emergency! Need firefighters at the University campus for warehouse fire.,Fire Force,,
Need ambulance at High School - collapsed,Medical/Hospital,afaan_oromo,
Emergency! Someone has seizure at Gerji.,Medical/Hospital,,
"Hi, hi there",Other,,
Send police immediately to the High School - assault in progress.,Police,,
Emergency! Help! something burning at Piazza!,Fire Force,,
Need police at Mexico Square for riot,Police,amharic,
Medical emergency at Bole Road: stroke.,Medical/Hospital,,
"Hey just checking, thanks",Other,,
Person with seizure at Mexico Square,Medical/Hospital,afaan_oromo,
Send police to Kebele 02 - thief in progress,Police,,0.67
"Kitchen fire, burn victim at shopping mall",Fire Force,,0.64
Officer required at the Central Bank: drug dealing.,Police,,
እሳት ወጥቷል በAtlas area,Police,amharic,
Emergency! I see something burning at the Train Station.,Fire Force,,
Need ambulance at Adama Market - burn victim,Medical/Hospital,afaan_oromo,
Emergency! Need firefighters at Summit for something burning.,Fire Force,,
Quick question: just checking,Other,,
Please send paramedics to University campus: unconscious,Medical/Hospital,afaan_oromo,
"Hey Hello, is anyone there thanks",Other,,
Reporting break-in at University campus,Police,amharic,
አደጋ ደረሰ በthe Office,Medical/Hospital,amharic,
"Hello, app feedback please",Other,,
"No emergency, just weather report?",Other,,
Send fire truck to CMC Condominium: chemical fire,Fire Force,amharic,
There is a person with head injury at a back alley.,Medical/Hospital,,
"Robbery, victim having heart attack at Kebele 02",Police,,0.73
Please send paramedics to Piazza: woman in labor,Medical/Hospital,,0.86
Reporting thief at Bus Terminal,Police,,0.92
Emergency! Reporting inferno at the shopping mall.,Fire Force,,
Reporting armed suspect at Kebele 04.,Police,,
"Hello Hello, testing the app?",Other,,
Emergency! massive blaze at Main Road,Fire Force,amharic,
Car accident with fire at Mexico Square,Fire Force,,0.56
Please send paramedics to shopping mall: allergic reaction,Medical/Hospital,amharic,
Person bleeding after stabbing at the Office,Medical/Hospital,,0.72
Send police to Adama Market - violent fight in progress,Police,afaan_oromo,
Emergency! Please send paramedics to the Main Road: several injured people.,Medical/Hospital,,
Hello Checking in - hello thanks,Other,,
Person with overdose at Adama Police Station,Medical/Hospital,amharic,
Send fire truck to the construction site - explosion.,Fire Force,,
There is inferno happening at an Apartment building.,Fire Force,,
"Hey Hi, how to use this please",Other,,
Police emergency! burglary at Gerji,Police,amharic,
Emergency! Reporting stabbing at Kazanchis.,Police,,
Emergency! Witnessed robbery at the Main Road.,Police,,
Emergency! fire on the balcony at construction site,Fire Force,,0.9
Emergency! Someone has person not breathing at the Central Bank.,Medical/Hospital,,
Need police at Adama Market for break-in,Police,amharic,
Reporting something burning at Piazza,Fire Force,amharic,
URGENT: heart attack at an Apartment building.,Medical/Hospital,,
Emergency! Someone has burn victim at the Bus Terminal.,Medical/Hospital,,
Send fire truck to Adama Market: kitchen fire,Fire Force,amharic,
"Hello Hello, wrong number thanks",Other,,
ሰረቁኝ በMain Road,Police,amharic,
Police emergency! violent fight at the Park.,Police,,
Person with head injury at Main Road,Medical/Hospital,,0.92
Hey app feedback thanks,Other,,
Emergency! Send police immediately to the Bus Terminal - stolen goods in progress.,Police,,
Need police at Adama Market for harassment,Police,amharic,
Emergency! Reporting stolen goods at Gerji.,Police,,
Emergency! transformer fire at Kebele 04,Fire Force,afaan_oromo,
Hey Checking in - thank you thanks,Other,,
Emergency! Reporting inferno at Bole Road.,Fire Force,,
Emergency! There is a person with heavy bleeding at Sarbet.,Medical/Hospital,,
Emergency! Send fire truck to the University campus - explosion.,Fire Force,,
Please send paramedics to High School: burn victim,Medical/Hospital,amharic,
Need firefighters at Central Bank for thick smoke,Fire Force,afaan_oromo,
URGENT: warehouse fire reported at Mexico Square.,Fire Force,,
Emergency! Reporting warehouse fire at the Main Road.,Fire Force,,
Hello Checking in - thank you please,Other,,
Send police to Central Bank - robbery in progress,Police,,0.97
Need police at the Stadium - robbery.,Police,,
Need police at Adama Market for thief,Police,afaan_oromo,
Send fire truck to the Stadium - massive blaze.,Fire Force,,
Hey Checking in - how are you please,Other,,
Emergency! Someone has unconscious person at Bole Road.,Medical/Hospital,,
Need an ambulance at an Apartment building - stroke.,Medical/Hospital,,
Hello Quick question: time check please,Other,,
Gargaarsa nan barbaada Kazanchis,Fire Force,afaan_oromo,
Lapheen ni dhukkuba Piazza,Fire Force,afaan_oromo,
Emergency! Send fire truck to the Office - burning smell.,Fire Force,,
Hi Just system test please,Other,,
Medical emergency at the Hospital gate: person not breathing.,Medical/Hospital,,
ልቤ ይታመማል በthe Office,Medical/Hospital,amharic,
Need an ambulance at the Office - collapsed person.,Medical/Hospital,,
"Robbery, victim having heart attack at an Apartment building",Police,,0.59
There is shooting happening at the Train Station.,Police,,
Please send paramedics to the local Pharmacy: choking incident.,Medical/Hospital,,
Medical emergency at Adama Market: car accident with injuries,Medical/Hospital,,0.91
Emergency! explosion at Mexico Square,Fire Force,afaan_oromo,
Emergency! Send police immediately to the local Pharmacy - shooting in progress.,Police,,
Emergency! Help! small fire at the Bus Terminal!,Fire Force,,
Emergency! fire in the basement at the Office,Fire Force,amharic,
Emergency! Witnessed vandalism at Bole Road.,Police,,
Emergency! burning smell at the Office,Fire Force,,0.95
URGENT: overdose at the Gas Station.,Medical/Hospital,,
Need police at High School for riot,Police,afaan_oromo,
Hello Just is anyone there thanks,Other,,
Reporting violent fight at Piazza,Police,afaan_oromo,
Officer required at Adama General Hospital: stolen goods,Police,amharic,
Car accident with fire at High School,Fire Force,,0.67
Need police at the Office for vandalism,Police,afaan_oromo,
Need police at Bus Terminal for violent fight,Police,amharic,
Hello This is system test please,Other,,
Police emergency! group with weapons at an Apartment building,Police,amharic,
Fire emergency at High School - kitchen fire,Fire Force,amharic,
Emergency! There is a person with head injury at the construction site.,Medical/Hospital,,
Officer required at Train Station: thief,Police,amharic,
Hey Quick question: app feedback please,Other,,
Police emergency! mugging at Mexico Square,Police,amharic,
Emergency! huge flames at Gas Station,Fire Force,afaan_oromo,
Need firefighters at Adama General Hospital for something burning,Fire Force,amharic,
Help! massive blaze at CMC Condominium!,Fire Force,,
Reporting thick smoke at Main Road,Fire Force,,0.7
Emergency medical assistance needed at the Main Road for head injury.,Medical/Hospital,,
Please send paramedics to Kebele 04: burn victim,Medical/Hospital,afaan_oromo,
Emergency! There is vandalism happening at Kebele 02.,Police,,
