text,label
"Active burglary at Kazanchis, need backup",Police
"hypothermia reported at the Main Factory, send medical help",Medical/Hospital
Person suffering from chest pain at a villa,Medical/Hospital
Law enforcement required for robbery at Main Road,Police
Emergency! burn injury at the Hospital gate,Medical/Hospital
"URGENT: shooting reported at a private residence, send officers",Police
Emergency medical assistance needed for diabetic emergency at the School,Medical/Hospital
Security incident: drug dealing at Kebele 08,Police
"Witnessed identity theft at the Police Station, send police",Police
"URGENT: burglary reported at a family home, send officers",Police
Fire emergency: electrical fire at the Police Station,Fire Force
Call police: fraud happening at the Office right now,Police
"Report of heat stroke at the Church, medical team required",Medical/Hospital
"eye injury reported at the Hotel, send medical help",Medical/Hospital
Call police: home invasion happening at Main Road right now,Police
Hazardous situation: confined space rescue at the Mosque,Fire Force
Fire emergency: smoke investigation at the Restaurant,Fire Force
Medical emergency: unconscious person reported at Atlas area,Medical/Hospital
Emergency! eye injury at the Hospital gate,Medical/Hospital
Call police: harassment happening at a shared house right now,Police
"URGENT: forest fire reported at the construction site, send fire department",Fire Force
"Critical: heat stroke at a residential building, need doctor",Medical/Hospital
Law enforcement required for robbery at the Church,Police
Emergency response needed for structure fire at the construction site,Fire Force
"Report of unconscious person at the Mosque, medical team required",Medical/Hospital
Someone is having poisoning at a private residence,Medical/Hospital
Help! wildfire at the Police Station,Fire Force
Security incident: suspicious person at Train Station,Police
"Report of respiratory distress at the Police Station, medical team required",Medical/Hospital
"URGENT: basement fire reported at Kebele 02, send fire department",Fire Force
Someone is having heat stroke at Bole Road,Medical/Hospital
Person suffering from eye injury at Kebele 02,Medical/Hospital
Hazardous situation: chimney fire at a shared house,Fire Force
Fire response required for wildfire at the Gas Station,Fire Force
Someone is having hypothermia at the Fire Station,Medical/Hospital
Call firefighters: kitchen fire at a local house,Fire Force
"URGENT: electrical fire reported at the Bank, send fire department",Fire Force
"explosion at the Police Station, immediate fire response required",Fire Force
Someone is having fainting spell at an Apartment building,Medical/Hospital
"fuel spill at Adama Market, immediate fire response required",Fire Force
Police needed immediately for fraud at Adama Market,Police
"Active identity theft at Kebele 04, need backup",Police
Police needed immediately for hit and run at Main Road,Police
"Critical: carbon monoxide alarm at my Home, multiple units needed",Fire Force
Fire response required for transformer fire at the Bank,Fire Force
Call police: vandalism happening at a residential building right now,Police
Structure fire: confined space rescue at the Restaurant,Fire Force
Police needed immediately for pickpocketing at a compound,Police
"Report of pickpocketing at Kazanchis, police dispatched",Police
Emergency: chemical fire occurring at the School,Fire Force
FYI: ignore this,Other
Help! unconscious person occurring at Main Road,Medical/Hospital
"Report of breathing difficulty at Kebele 08, medical team required",Medical/Hospital
Hazardous situation: smoke investigation at the Restaurant,Fire Force
"Critical: basement fire at Kazanchis, multiple units needed",Fire Force
Emergency: confined space rescue occurring at Train Station,Fire Force
Emergency: basement fire occurring at Piazza,Fire Force
Emergency medical assistance needed for overdose at the Hotel,Medical/Hospital
Police emergency: pickpocketing at the Office,Police
Medical emergency: heart attack reported at the Main Factory,Medical/Hospital
Fire response required for roof fire at the Police Station,Fire Force
Person suffering from eye injury at the Hospital gate,Medical/Hospital
Call firefighters: house fire at the Fire Station,Fire Force
"URGENT: carjacking reported at Gerji, send officers",Police
Fire emergency: electrical fire at my Home,Fire Force
Police emergency: stabbing at Gerji,Police
Crime alert: trespassing at the Bank,Police
Police emergency: theft at Kebele 08,Police
Emergency: brush fire occurring at the construction site,Fire Force
Need doctor for woman in labor at Kebele 02 immediately,Medical/Hospital
Police assistance required for home invasion at the Police Station,Police
"kidnapping in progress at Mexico Square, police needed",Police
Structure fire: warehouse fire at the Hospital gate,Fire Force
Person suffering from chest pain at Train Station,Medical/Hospital
Someone is having severe bleeding at Summit,Medical/Hospital
Law enforcement required for home invasion at an Apartment building,Police
Emergency: robbery occurring at the University campus,Police
Need doctor for seizure at a local house immediately,Medical/Hospital
Police needed immediately for harassment at the Roundabout,Police
Emergency response needed for structure fire at Kebele 02,Fire Force
Police assistance required for identity theft at Kazanchis,Police
"industrial fire at the Park, immediate fire response required",Fire Force
Medical emergency: animal bite reported at Piazza,Medical/Hospital
"Critical: eye injury at my Home, need doctor",Medical/Hospital
Structure fire: carbon monoxide alarm at my Home,Fire Force
Emergency medical assistance needed for animal bite at the University campus,Medical/Hospital
Crime alert: mugging at the shopping mall,Police
Fire alarm: warehouse fire at a dormitory,Fire Force
Security incident: riot at a family home,Police
"Active break-in at the local Pharmacy, need backup",Police
Need doctor for breathing difficulty at the Mosque immediately,Medical/Hospital
"URGENT: eye injury at the local Pharmacy, send paramedics",Medical/Hospital
Fire response required for forest fire at Central Bank,Fire Force
Medical emergency: breathing difficulty reported at the construction site,Medical/Hospital
Security incident: carjacking at the Mosque,Police
Police needed immediately for trespassing at the Bank,Police
Emergency medical assistance needed for drowning incident at a dormitory,Medical/Hospital
"Critical: transformer fire at a private residence, multiple units needed",Fire Force
Hazardous situation: structure fire at the Church,Fire Force
Police needed immediately for robbery at the Fire Station,Police
Help! asthma attack occurring at Kebele 02,Medical/Hospital
"Critical: broken leg at a local house, need doctor",Medical/Hospital
Medical emergency: unconscious person reported at Kebele 04,Medical/Hospital
"Witnessed identity theft at the Main Factory, send police",Police
Call firefighters: forest fire at my Home,Fire Force
Smoke reported: attic fire at a shared house,Fire Force
Person suffering from allergic reaction at Kazanchis,Medical/Hospital
Flames visible: gas leak at Gerji,Fire Force
Fire response required for kitchen fire at Kebele 04,Fire Force
Quick training exercise,Other
Police emergency: trespassing at the University campus,Police
Call police: riot happening at a dormitory right now,Police
Security incident: carjacking at the Park,Police
Call firefighters: vehicle fire at the Main Factory,Fire Force
"Person experiencing choking incident at the Gas Station, need ambulance",Medical/Hospital
"URGENT: mugging reported at the Office, send officers",Police
Need doctor for chest pain at Kebele 08 immediately,Medical/Hospital
Need doctor for diabetic emergency at a family home immediately,Medical/Hospital
Fire emergency: explosion at the Roundabout,Fire Force
Fire alarm: brush fire at Kebele 02,Fire Force
Emergency: wildfire occurring at Sarbet,Fire Force
Call firefighters: warehouse fire at Central Bank,Fire Force
Emergency! electric shock at the Police Station,Medical/Hospital
Fire response required for confined space rescue at Kebele 04,Fire Force
Help! hazmat incident at a local house,Fire Force
"URGENT: asthma attack at a residential building, send paramedics",Medical/Hospital
Fire emergency: industrial fire at the Church,Fire Force
Help! rubbish fire at the Bridge,Fire Force
"wildfire at the Police Station, immediate fire response required",Fire Force
Smoke reported: smoke investigation at a compound,Fire Force
"Report of burglary at an Apartment building, police dispatched",Police
"Person experiencing unconscious person at the Hospital gate, need ambulance",Medical/Hospital
